invoiceId,customerId,customerName,customerSegment,issueDate,dueDate,paidDate,amount,amountPaid,paymentMethod,attempts,previousLateInvoices,creditLimit,openBalance
INV-103374,CUST-01103,Varejo Costa ME,SMB,2026-02-26,2026-03-28,,3309.94,0.00,PIX,3,0,10000.00,162.57
INV-103505,CUST-01200,Serviços Ferreira S.A.,SMB,2026-02-26,2026-03-13,2026-03-13,5213.72,5213.72,BOLETO,1,1,15000.00,744.46
INV-103620,CUST-01066,Distribuidora Mendes S.A.,SMB,2026-02-26,2026-03-28,,1697.80,1324.77,PIX,3,0,15000.00,0.00
INV-103656,CUST-01130,Construtora Rodrigues Comercial,MID,2026-02-26,2026-03-28,2026-03-24,32875.86,32875.86,BANK_TRANSFER,1,0,120000.00,30386.92
INV-103662,CUST-01316,Serviços Santos Comercial,SMB,2026-02-26,2026-03-28,2026-03-27,377.98,377.98,PIX,1,1,30000.00,0.00
INV-104301,CUST-01540,Importadora Andrade Comercial,MID,2026-02-26,2026-03-28,2026-03-25,16296.39,16296.39,BOLETO,1,0,80000.00,0.00
INV-104414,CUST-01082,Logística Moreira S.A.,SMB,2026-02-26,2026-03-28,2026-03-30,696.11,696.11,PIX,2,8,50000.00,0.00
INV-104444,CUST-01572,Soluções Mendes,MID,2026-02-26,2026-03-28,,7697.10,2003.82,PIX,6,8,50000.00,4390.38
INV-104469,CUST-01495,Têxtil Barros S.A.,SMB,2026-02-26,2026-03-28,2026-03-24,1496.18,1496.18,BOLETO,2,0,50000.00,0.00
INV-104716,CUST-01453,Tecnologia Ribeiro,SMB,2026-02-26,2026-03-28,2026-03-24,2133.16,2133.16,BANK_TRANSFER,1,0,50000.00,511.57
INV-104960,CUST-01482,Têxtil Ribeiro Comercial,SMB,2026-02-26,2026-03-28,2026-04-26,1196.88,1196.88,BOLETO,3,3,20000.00,0.00
INV-105179,CUST-01378,Mineração Mendes do Brasil,MID,2026-02-26,2026-03-28,2026-03-25,15368.70,15368.70,BANK_TRANSFER,1,1,80000.00,0.00
INV-105253,CUST-01564,Climatização Rocha S.A.,SMB,2026-02-26,2026-03-13,,4177.30,2606.61,PIX,3,0,15000.00,3118.74
INV-105334,CUST-01166,Transportes Souza,SMB,2026-02-26,2026-03-28,2026-04-12,2107.32,2107.32,PIX,3,0,10000.00,0.00
INV-105429,CUST-01151,Indústria Ferreira Eireli,SMB,2026-02-26,2026-03-28,,767.34,0.00,BOLETO,3,0,15000.00,226.60
INV-105468,CUST-01488,Serviços Ferreira S.A.,SMB,2026-02-26,2026-03-28,2026-03-23,1895.61,1895.61,CREDIT_CARD,1,0,10000.00,0.00
INV-105499,CUST-01530,Alimentos Ferreira Eireli,SMB,2026-02-26,2026-03-28,2026-03-24,742.97,742.97,BOLETO,1,0,5000.00,0.00
INV-105614,CUST-01285,Logística Almeida do Brasil,SMB,2026-02-26,2026-03-13,2026-03-09,3174.91,3174.91,BOLETO,1,1,10000.00,12.14
INV-105846,CUST-01568,Logística Barros Comercial,SMB,2026-02-26,2026-04-12,2026-04-07,4950.66,4950.66,PIX,1,0,5000.00,1560.74
INV-105971,CUST-01002,Climatização Souza ME,SMB,2026-02-26,2026-03-28,2026-03-28,722.31,722.31,BOLETO,2,0,50000.00,0.00
INV-106116,CUST-01364,Distribuidora Santos do Brasil,SMB,2026-02-26,2026-03-28,2026-03-24,2647.54,2647.54,BOLETO,1,0,15000.00,0.00
INV-106218,CUST-01099,Agro Fernandes do Brasil,SMB,2026-02-26,2026-03-28,2026-03-27,2361.31,2361.31,BOLETO,2,4,30000.00,0.00
INV-106272,CUST-01353,Soluções Moreira Ltda,SMB,2026-02-26,2026-03-13,,132.48,73.87,PIX,3,1,15000.00,0.00
INV-106387,CUST-01003,Metalúrgica Coelho Ltda,SMB,2026-02-26,2026-03-13,2026-03-13,3239.75,3239.75,BANK_TRANSFER,1,0,10000.00,0.00
INV-106482,CUST-01379,Exportadora Vargas do Brasil,SMB,2026-02-26,2026-03-13,2026-03-11,4004.49,4004.49,PIX,1,9,50000.00,1816.75
INV-106708,CUST-01566,Gráfica Oliveira S.A.,SMB,2026-02-26,2026-03-13,,1399.09,843.95,BOLETO,1,2,15000.00,2674.68
INV-106857,CUST-01478,Importadora Santos ME,SMB,2026-02-26,2026-03-13,2026-03-11,3347.31,3347.31,BANK_TRANSFER,1,0,30000.00,3964.89
INV-106934,CUST-01282,Engenharia Mendes Ltda,SMB,2026-02-26,2026-04-12,2026-04-13,4131.32,4131.32,BOLETO,2,0,15000.00,1911.62
INV-107010,CUST-01245,Varejo Gomes,MID,2026-02-26,2026-03-28,2026-03-28,30682.23,30682.23,BOLETO,1,1,120000.00,0.00
INV-107011,CUST-01458,Construtora Rocha S.A.,SMB,2026-02-26,2026-03-28,2026-03-23,3234.17,3234.17,BANK_TRANSFER,1,0,5000.00,3077.72
INV-107044,CUST-01399,Alimentos Rodrigues Eireli,SMB,2026-02-26,2026-03-28,2026-03-23,3758.88,3758.88,PIX,1,1,15000.00,0.00
INV-107206,CUST-01580,Refrigeração Cardoso ME,SMB,2026-02-26,2026-03-28,2026-03-23,237.95,237.95,BOLETO,1,1,20000.00,0.00
INV-107334,CUST-01495,Têxtil Barros S.A.,SMB,2026-02-26,2026-03-28,,2298.78,0.00,CREDIT_CARD,2,0,50000.00,1800.34
INV-107372,CUST-01436,Metalúrgica Souza ME,MID,2026-02-26,2026-03-28,2026-03-28,16248.13,16248.13,BOLETO,1,1,120000.00,0.00
INV-107444,CUST-01013,Mineração Rodrigues S.A.,MID,2026-02-26,2026-03-28,2026-03-23,15160.95,15160.95,BOLETO,1,0,120000.00,7279.80
INV-107452,CUST-01035,Transportes Santos Ltda,MID,2026-02-26,2026-03-28,2026-03-25,15960.86,15960.86,BANK_TRANSFER,1,1,200000.00,0.00
INV-107769,CUST-01574,Transportes Teixeira Comercial,SMB,2026-02-26,2026-03-28,2026-03-30,2165.39,2165.39,BOLETO,1,0,10000.00,0.00
INV-107791,CUST-01121,Logística Santos,SMB,2026-02-26,2026-03-28,2026-03-30,1004.46,1004.46,PIX,1,0,10000.00,0.00
INV-107827,CUST-01491,Serviços Moreira S.A.,ENT,2026-02-26,2026-03-28,,59070.36,0.00,BANK_TRANSFER,2,1,3000000.00,3832.69
INV-107856,CUST-01081,Metalúrgica Costa Ltda,MID,2026-02-26,2026-03-28,2026-03-26,11984.75,11984.75,BOLETO,1,0,50000.00,0.00
INV-107947,CUST-01268,Soluções Rodrigues,MID,2026-02-26,2026-03-28,,12433.94,0.00,CREDIT_CARD,3,0,50000.00,0.00
INV-107965,CUST-01144,Logística Pereira ME,MID,2026-02-26,2026-03-13,2026-03-14,7198.91,7198.91,BOLETO,1,2,200000.00,0.00
INV-100123,CUST-01014,Refrigeração Moreira S.A.,ENT,2026-02-27,2026-03-29,2026-03-28,86680.89,86680.89,BANK_TRANSFER,1,1,800000.00,0.00
INV-100145,CUST-01397,Transportes Andrade do Brasil,MID,2026-02-27,2026-03-29,2026-03-26,9755.18,9755.18,CREDIT_CARD,1,0,50000.00,0.00
INV-100223,CUST-01122,Farma Lima Comercial,SMB,2026-02-27,2026-03-29,2026-03-24,4220.97,4220.97,CREDIT_CARD,1,4,5000.00,0.00
INV-100279,CUST-01047,Soluções Ferreira Ltda,SMB,2026-02-27,2026-03-29,2026-03-27,2938.71,2938.71,BOLETO,1,0,10000.00,1299.10
INV-100303,CUST-01142,Atacadista Rocha Comercial,SMB,2026-02-27,2026-03-29,,1225.71,0.00,BOLETO,4,1,10000.00,0.00
INV-100372,CUST-01411,Comércio Carvalho Eireli,SMB,2026-02-27,2026-03-29,2026-03-25,3183.16,3183.16,BOLETO,1,3,20000.00,0.00
INV-100450,CUST-01299,Refrigeração Barros ME,MID,2026-02-27,2026-03-14,2026-03-16,31330.41,31330.41,BANK_TRANSFER,1,2,120000.00,0.00
INV-100547,CUST-01419,Transportes Teixeira,MID,2026-02-27,2026-03-29,,10903.32,4407.59,CREDIT_CARD,1,3,300000.00,0.00
INV-100601,CUST-01563,Metalúrgica Fernandes ME,SMB,2026-02-27,2026-03-29,,688.08,461.51,BOLETO,5,0,30000.00,0.00
INV-100712,CUST-01231,Refrigeração Nogueira ME,SMB,2026-02-27,2026-03-29,2026-03-24,3630.45,3630.45,PIX,1,0,10000.00,846.96
INV-100720,CUST-01358,Têxtil Nogueira Ltda,SMB,2026-02-27,2026-03-29,2026-03-28,1822.14,1822.14,BOLETO,1,0,10000.00,0.00
INV-100756,CUST-01292,Transportes Pinto ME,SMB,2026-02-27,2026-03-29,2026-04-12,448.50,448.50,BOLETO,2,0,15000.00,0.00
INV-100879,CUST-01086,Importadora Andrade Ltda,SMB,2026-02-27,2026-03-14,2026-03-10,1109.83,1109.83,PIX,1,0,15000.00,0.00
INV-100944,CUST-01234,Editora Lima S.A.,SMB,2026-02-27,2026-03-29,2026-03-28,528.32,528.32,PIX,2,0,20000.00,191.82
INV-100951,CUST-01366,Distribuidora Lima do Brasil,MID,2026-02-27,2026-03-29,2026-03-27,4003.00,4003.00,BOLETO,1,2,50000.00,7410.10
INV-101048,CUST-01500,Tecnologia Gomes Ltda,ENT,2026-02-27,2026-03-29,2026-03-30,113835.82,113835.82,BANK_TRANSFER,2,0,500000.00,0.00
INV-101311,CUST-01130,Construtora Rodrigues Comercial,MID,2026-02-27,2026-03-29,2026-03-26,31812.79,31812.79,BOLETO,1,0,120000.00,5010.09
INV-101334,CUST-01115,Serviços Vargas S.A.,SMB,2026-02-27,2026-03-29,2026-04-13,1510.38,1510.38,BOLETO,3,3,5000.00,134.18
INV-101479,CUST-01433,Construtora Nogueira ME,ENT,2026-02-27,2026-03-29,2026-03-26,92177.08,92177.08,PIX,1,2,300000.00,23090.24
INV-101618,CUST-01549,Exportadora Carvalho S.A.,ENT,2026-02-27,2026-03-29,,120317.91,94744.86,BANK_TRANSFER,2,0,3000000.00,0.00
INV-101684,CUST-01354,Varejo Rodrigues Eireli,MID,2026-02-27,2026-03-29,2026-03-24,2000.63,2000.63,BOLETO,1,0,120000.00,0.00
INV-101775,CUST-01405,Farma Gomes S.A.,SMB,2026-02-27,2026-03-14,2026-03-13,1413.36,1413.36,CREDIT_CARD,1,0,15000.00,0.00
INV-101798,CUST-01182,Agro Castro Comercial,SMB,2026-02-27,2026-03-29,2026-03-26,3244.22,3244.22,BANK_TRANSFER,2,0,30000.00,0.00
INV-101813,CUST-01368,Engenharia Gomes ME,MID,2026-02-27,2026-03-29,2026-03-30,15791.01,15791.01,BOLETO,1,0,300000.00,0.00
INV-101848,CUST-01290,Atacadista Lima Eireli,SMB,2026-02-27,2026-03-14,2026-03-13,538.73,538.73,BOLETO,2,0,15000.00,0.00
INV-101859,CUST-01089,Agro Cardoso Comercial,SMB,2026-02-27,2026-03-29,2026-03-24,1214.06,1214.06,BOLETO,1,1,50000.00,1158.13
INV-101948,CUST-01386,Madeireira Rodrigues Ltda,MID,2026-02-27,2026-03-29,,16610.29,8509.52,CREDIT_CARD,1,2,80000.00,0.00
INV-102060,CUST-01147,Indústria Souza Comercial,SMB,2026-02-27,2026-03-29,2026-03-24,1890.08,1890.08,BOLETO,2,1,30000.00,0.00
INV-102125,CUST-01268,Soluções Rodrigues,MID,2026-02-27,2026-04-13,2026-04-13,7815.16,7815.16,BOLETO,2,0,50000.00,17642.72
INV-102127,CUST-01053,Alimentos Ribeiro Comercial,SMB,2026-02-27,2026-04-13,,3226.57,0.00,BOLETO,1,0,5000.00,0.00
INV-102128,CUST-01509,Metalúrgica Coelho do Brasil,SMB,2026-02-27,2026-03-29,2026-03-31,1306.51,1306.51,BOLETO,1,0,30000.00,0.00
INV-102242,CUST-01024,Refrigeração Mendes Eireli,SMB,2026-02-27,2026-03-29,2026-03-24,1810.21,1810.21,PIX,1,0,50000.00,0.00
INV-102313,CUST-01160,Editora Coelho,MID,2026-02-27,2026-03-29,2026-03-25,5221.67,5221.67,PIX,2,1,120000.00,0.00
INV-102322,CUST-01147,Indústria Souza Comercial,SMB,2026-02-27,2026-04-13,2026-04-15,3616.34,3616.34,BOLETO,1,1,30000.00,0.00
INV-102346,CUST-01303,Atacadista Carvalho ME,SMB,2026-02-27,2026-03-29,2026-03-26,2343.84,2343.84,BOLETO,1,0,10000.00,1073.17
INV-102426,CUST-01167,Soluções Pinto Eireli,SMB,2026-02-27,2026-03-14,2026-03-11,533.15,533.15,PIX,1,0,10000.00,0.00
INV-102710,CUST-01556,Metalúrgica Almeida Ltda,SMB,2026-02-27,2026-03-14,2026-04-16,3080.17,3080.17,PIX,2,0,50000.00,0.00
INV-102841,CUST-01339,Madeireira Andrade Ltda,SMB,2026-02-27,2026-03-29,,2246.66,1506.36,CREDIT_CARD,6,0,30000.00,0.00
INV-102870,CUST-01311,Tecnologia Gomes ME,SMB,2026-02-27,2026-03-29,,237.41,122.76,BOLETO,2,0,20000.00,644.71
INV-102924,CUST-01482,Têxtil Ribeiro Comercial,SMB,2026-02-27,2026-03-14,2026-03-10,784.58,784.58,BOLETO,2,3,20000.00,0.00
INV-102977,CUST-01230,Transportes Fernandes Ltda,MID,2026-02-27,2026-03-29,2026-03-29,9889.94,9889.94,BANK_TRANSFER,1,0,120000.00,4198.55
INV-103020,CUST-01239,Tecnologia Pereira do Brasil,SMB,2026-02-27,2026-03-29,2026-03-26,1768.61,1768.61,BOLETO,1,0,10000.00,0.00
INV-103087,CUST-01178,Farma Rodrigues do Brasil,ENT,2026-02-27,2026-03-29,2026-03-31,104548.89,104548.89,BANK_TRANSFER,2,0,800000.00,0.00
INV-103102,CUST-01127,Varejo Pereira,SMB,2026-02-27,2026-04-13,,1468.43,0.00,PIX,1,0,5000.00,302.62
INV-103155,CUST-01492,Editora Coelho S.A.,SMB,2026-02-27,2026-03-14,2026-03-11,3326.18,3326.18,BANK_TRANSFER,1,0,10000.00,0.00
INV-103232,CUST-01147,Indústria Souza Comercial,SMB,2026-02-27,2026-03-29,2026-03-31,2134.28,2134.28,PIX,1,1,30000.00,0.00
INV-103255,CUST-01387,Alimentos Ribeiro Eireli,SMB,2026-02-27,2026-04-13,,562.58,0.00,PIX,2,0,10000.00,535.27
INV-103345,CUST-01425,Importadora Castro Eireli,SMB,2026-02-27,2026-03-29,2026-03-31,3310.97,3310.97,BANK_TRANSFER,1,0,50000.00,0.00
INV-103471,CUST-01280,Tecnologia Barros ME,SMB,2026-02-27,2026-03-29,2026-03-27,2004.63,2004.63,PIX,1,0,30000.00,0.00
INV-103527,CUST-01584,Madeireira Ribeiro do Brasil,SMB,2026-02-27,2026-03-29,,4189.22,2888.49,BOLETO,2,2,20000.00,0.00
INV-103569,CUST-01173,Exportadora Souza Comercial,MID,2026-02-27,2026-03-29,2026-03-29,11197.39,11197.39,PIX,2,0,80000.00,0.00
INV-103593,CUST-01401,Tecnologia Moreira S.A.,SMB,2026-02-27,2026-03-29,2026-03-24,340.54,340.54,BOLETO,1,1,15000.00,102.15
INV-103767,CUST-01240,Engenharia Pinto Ltda,SMB,2026-02-27,2026-03-29,2026-03-31,1812.51,1812.51,BOLETO,1,0,50000.00,0.00
INV-103830,CUST-01348,Agro Pinto Ltda,SMB,2026-02-27,2026-03-29,2026-03-29,1542.74,1542.74,PIX,2,0,30000.00,0.00
INV-103970,CUST-01148,Farma Fernandes ME,MID,2026-02-27,2026-03-29,2026-03-31,7609.72,7609.72,BOLETO,2,0,300000.00,0.00
INV-103994,CUST-01366,Distribuidora Lima do Brasil,MID,2026-02-27,2026-03-29,2026-03-29,12708.05,12708.05,PIX,1,2,50000.00,0.00
INV-104080,CUST-01256,Editora Souza do Brasil,SMB,2026-02-27,2026-03-29,2026-03-31,1468.95,1468.95,BOLETO,1,0,10000.00,0.00
INV-104119,CUST-01052,Soluções Andrade ME,SMB,2026-02-27,2026-03-29,2026-03-27,1049.64,1049.64,BOLETO,1,1,10000.00,0.00
INV-104201,CUST-01211,Varejo Rocha ME,ENT,2026-02-27,2026-03-29,2026-03-30,34041.79,34041.79,PIX,1,2,500000.00,8101.27
INV-104366,CUST-01035,Transportes Santos Ltda,MID,2026-02-27,2026-03-29,2026-03-25,5107.24,5107.24,BANK_TRANSFER,1,1,200000.00,0.00
INV-104393,CUST-01461,Engenharia Moreira Ltda,MID,2026-02-27,2026-03-29,,3099.88,0.00,PIX,1,0,80000.00,0.00
INV-104625,CUST-01051,Indústria Rocha S.A.,MID,2026-02-27,2026-03-14,2026-03-11,14753.70,14753.70,PIX,1,0,120000.00,0.00
INV-104680,CUST-01084,Têxtil Ribeiro Ltda,SMB,2026-02-27,2026-03-29,2026-03-26,3152.49,3152.49,PIX,1,1,20000.00,0.00
INV-104696,CUST-01092,Têxtil Pereira Eireli,MID,2026-02-27,2026-03-29,2026-04-21,186.77,186.77,BOLETO,4,0,120000.00,0.00
INV-104702,CUST-01404,Construtora Cardoso Eireli,SMB,2026-02-27,2026-03-29,,814.44,474.36,BOLETO,2,1,20000.00,0.00
INV-104711,CUST-01434,Soluções Ferreira Ltda,SMB,2026-02-27,2026-03-29,2026-03-29,1631.26,1631.26,BOLETO,2,0,15000.00,0.00
INV-104932,CUST-01384,Tecnologia Ribeiro do Brasil,SMB,2026-02-27,2026-03-14,,4047.44,2603.34,BOLETO,2,0,30000.00,0.00
INV-104979,CUST-01600,Editora Costa Comercial,MID,2026-02-27,2026-03-14,2026-03-13,2579.30,2579.30,PIX,1,0,120000.00,0.00
INV-105016,CUST-01057,Metalúrgica Teixeira Comercial,MID,2026-02-27,2026-03-29,,3993.88,1642.57,PIX,1,1,80000.00,0.00
INV-105094,CUST-01243,Importadora Ribeiro do Brasil,MID,2026-02-27,2026-03-29,2026-03-27,30127.10,30127.10,BANK_TRANSFER,2,2,120000.00,17158.42
INV-105165,CUST-01295,Farma Souza do Brasil,SMB,2026-02-27,2026-03-29,2026-03-30,2079.17,2079.17,BOLETO,2,0,30000.00,0.00
INV-105203,CUST-01243,Importadora Ribeiro do Brasil,MID,2026-02-27,2026-03-29,2026-03-25,27568.37,27568.37,PIX,1,2,120000.00,2094.87
INV-105241,CUST-01583,Mineração Rocha S.A.,ENT,2026-02-27,2026-03-14,2026-03-14,9282.53,9282.53,BOLETO,1,0,3000000.00,0.00
INV-105244,CUST-01534,Gráfica Santos do Brasil,SMB,2026-02-27,2026-03-29,,671.88,0.00,CREDIT_CARD,3,0,20000.00,0.00
INV-105503,CUST-01089,Agro Cardoso Comercial,SMB,2026-02-27,2026-03-29,2026-03-27,1116.93,1116.93,BOLETO,1,1,50000.00,804.57
INV-105818,CUST-01491,Serviços Moreira S.A.,ENT,2026-02-27,2026-03-29,2026-03-26,60201.89,60201.89,PIX,1,1,3000000.00,0.00
INV-105984,CUST-01122,Farma Lima Comercial,SMB,2026-02-27,2026-03-14,2026-03-12,1654.29,1654.29,BOLETO,1,4,5000.00,2499.78
INV-106133,CUST-01028,Transportes Mendes ME,SMB,2026-02-27,2026-03-14,2026-03-09,1257.39,1257.39,CREDIT_CARD,1,0,30000.00,446.33
INV-106160,CUST-01468,Serviços Gomes do Brasil,SMB,2026-02-27,2026-03-14,2026-03-13,1399.36,1399.36,PIX,1,0,50000.00,2242.12
INV-106396,CUST-01471,Engenharia Costa ME,ENT,2026-02-27,2026-03-29,2026-03-24,67385.53,67385.53,BOLETO,1,1,500000.00,15687.92
INV-106435,CUST-01157,Metalúrgica Fernandes,SMB,2026-02-27,2026-03-14,,3610.94,0.00,BOLETO,3,0,50000.00,1982.88
INV-106436,CUST-01202,Climatização Lima S.A.,SMB,2026-02-27,2026-03-29,2026-03-24,2109.54,2109.54,PIX,1,0,15000.00,0.00
INV-106732,CUST-01010,Metalúrgica Gomes do Brasil,SMB,2026-02-27,2026-04-13,2026-04-10,1067.65,1067.65,BOLETO,1,2,5000.00,143.86
INV-106805,CUST-01458,Construtora Rocha S.A.,SMB,2026-02-27,2026-03-29,,4039.49,2243.27,BOLETO,2,0,5000.00,1461.92
INV-106841,CUST-01164,Farma Pinto do Brasil,SMB,2026-02-27,2026-03-29,2026-03-26,2229.80,2229.80,BOLETO,2,0,20000.00,3028.82
INV-106948,CUST-01493,Construtora Martins ME,ENT,2026-02-27,2026-03-29,2026-03-30,52829.72,52829.72,BANK_TRANSFER,1,0,300000.00,0.00
INV-107046,CUST-01196,Transportes Gomes S.A.,SMB,2026-02-27,2026-03-29,2026-03-26,2823.41,2823.41,BOLETO,1,0,20000.00,0.00
INV-107263,CUST-01106,Indústria Castro Comercial,SMB,2026-02-27,2026-03-29,2026-03-29,782.29,782.29,CREDIT_CARD,1,0,50000.00,287.73
INV-107338,CUST-01192,Varejo Castro Comercial,SMB,2026-02-27,2026-03-29,,5167.43,0.00,BOLETO,1,0,30000.00,255.73
INV-107346,CUST-01062,Exportadora Oliveira Eireli,SMB,2026-02-27,2026-03-29,2026-03-26,854.11,854.11,BOLETO,1,0,20000.00,0.00
INV-107415,CUST-01026,Refrigeração Nogueira Comercial,SMB,2026-02-27,2026-03-29,2026-04-16,5289.02,5289.02,BOLETO,4,0,30000.00,0.00
INV-107559,CUST-01159,Comércio Lima Comercial,MID,2026-02-27,2026-03-29,2026-03-29,1877.34,1877.34,BOLETO,1,1,50000.00,0.00
INV-107581,CUST-01532,Serviços Ribeiro Ltda,ENT,2026-02-27,2026-03-14,2026-03-23,68821.93,68821.93,BOLETO,4,0,300000.00,0.00
INV-107622,CUST-01044,Serviços Castro Comercial,MID,2026-02-27,2026-03-29,2026-05-03,16895.18,16895.18,BANK_TRANSFER,1,0,120000.00,6078.79
INV-107637,CUST-01008,Tecnologia Gomes Ltda,SMB,2026-02-27,2026-03-29,2026-03-27,1194.91,1194.91,PIX,1,0,15000.00,211.45
INV-107667,CUST-01336,Soluções Teixeira do Brasil,SMB,2026-02-27,2026-03-14,2026-03-11,877.11,877.11,BANK_TRANSFER,1,0,10000.00,296.95
INV-107951,CUST-01560,Tecnologia Carvalho Comercial,MID,2026-02-27,2026-03-14,,2963.78,0.00,BOLETO,3,0,50000.00,2598.86
INV-100085,CUST-01128,Distribuidora Mendes Ltda,SMB,2026-02-28,2026-04-14,2026-04-15,50.00,50.00,PIX,1,0,5000.00,0.00
INV-100323,CUST-01526,Soluções Fernandes S.A.,SMB,2026-02-28,2026-03-30,2026-03-29,364.14,364.14,BOLETO,1,3,50000.00,0.00
INV-100348,CUST-01168,Farma Barros Ltda,MID,2026-02-28,2026-03-30,2026-03-30,20557.50,20557.50,BOLETO,1,0,120000.00,0.00
INV-100363,CUST-01313,Agro Pinto Ltda,SMB,2026-02-28,2026-03-30,2026-03-31,1479.81,1479.81,PIX,2,1,50000.00,0.00
INV-100610,CUST-01354,Varejo Rodrigues Eireli,MID,2026-02-28,2026-03-30,,1227.23,858.14,BOLETO,3,0,120000.00,0.00
INV-100666,CUST-01136,Refrigeração Santos ME,SMB,2026-02-28,2026-03-15,,1732.52,1000.56,CREDIT_CARD,2,0,5000.00,0.00
INV-100773,CUST-01075,Madeireira Rocha ME,SMB,2026-02-28,2026-03-30,2026-03-27,721.49,721.49,BOLETO,1,0,30000.00,0.00
INV-100823,CUST-01171,Logística Lima,SMB,2026-02-28,2026-03-30,2026-03-30,2872.17,2872.17,BOLETO,1,0,10000.00,161.34
INV-100918,CUST-01297,Gráfica Pereira S.A.,SMB,2026-02-28,2026-03-30,2026-03-30,1668.94,1668.94,BANK_TRANSFER,1,0,5000.00,0.00
INV-100937,CUST-01193,Refrigeração Almeida Ltda,SMB,2026-02-28,2026-03-30,,2211.63,771.22,PIX,5,0,30000.00,0.00
INV-100958,CUST-01501,Climatização Rodrigues Comercial,SMB,2026-02-28,2026-03-30,2026-03-31,3021.02,3021.02,BOLETO,2,0,20000.00,0.00
INV-101078,CUST-01324,Têxtil Coelho S.A.,MID,2026-02-28,2026-03-30,2026-03-25,11558.86,11558.86,CREDIT_CARD,1,3,50000.00,0.00
INV-101089,CUST-01367,Climatização Oliveira Eireli,SMB,2026-02-28,2026-03-30,2026-03-31,4698.13,4698.13,PIX,1,1,10000.00,1049.74
INV-101218,CUST-01361,Editora Mendes Comercial,MID,2026-02-28,2026-03-30,2026-03-25,8807.32,8807.32,PIX,1,1,50000.00,0.00
INV-101236,CUST-01145,Construtora Martins Ltda,SMB,2026-02-28,2026-04-14,2026-04-13,3160.02,3160.02,PIX,1,0,20000.00,1276.14
INV-101247,CUST-01516,Farma Teixeira S.A.,SMB,2026-02-28,2026-04-14,2026-04-10,4118.36,4118.36,CREDIT_CARD,1,0,30000.00,0.00
INV-101322,CUST-01344,Importadora Lima Comercial,SMB,2026-02-28,2026-03-15,,1673.74,633.16,BOLETO,3,0,30000.00,0.00
INV-101430,CUST-01186,Têxtil Pereira S.A.,SMB,2026-02-28,2026-03-30,,2384.71,0.00,PIX,1,0,5000.00,1007.04
INV-101471,CUST-01599,Comércio Carvalho S.A.,ENT,2026-02-28,2026-03-30,,38758.51,0.00,BANK_TRANSFER,2,0,300000.00,29553.51
INV-101616,CUST-01295,Farma Souza do Brasil,SMB,2026-02-28,2026-03-15,2026-03-12,3426.64,3426.64,BOLETO,2,0,30000.00,0.00
INV-101677,CUST-01580,Refrigeração Cardoso ME,SMB,2026-02-28,2026-03-30,,636.53,78.38,BOLETO,6,1,20000.00,109.73
INV-101726,CUST-01131,Refrigeração Nogueira do Brasil,MID,2026-02-28,2026-03-30,2026-03-31,9160.43,9160.43,BANK_TRANSFER,1,1,80000.00,0.00
INV-101743,CUST-01588,Madeireira Barros S.A.,SMB,2026-02-28,2026-03-30,2026-03-31,1873.74,1873.74,BOLETO,2,0,30000.00,0.00
INV-102279,CUST-01338,Comércio Cardoso Comercial,SMB,2026-02-28,2026-03-30,2026-04-03,4658.99,4658.99,BOLETO,5,2,15000.00,0.00
INV-102501,CUST-01399,Alimentos Rodrigues Eireli,SMB,2026-02-28,2026-03-30,2026-03-31,1718.01,1718.01,BOLETO,1,1,15000.00,0.00
INV-102909,CUST-01095,Alimentos Lima Eireli,SMB,2026-02-28,2026-03-30,2026-03-28,1395.85,1395.85,BOLETO,1,4,15000.00,0.00
INV-103241,CUST-01002,Climatização Souza ME,SMB,2026-02-28,2026-03-15,2026-03-12,1000.06,1000.06,BOLETO,1,0,50000.00,0.00
INV-103313,CUST-01279,Refrigeração Costa,SMB,2026-02-28,2026-03-30,2026-03-27,1129.27,1129.27,PIX,1,0,5000.00,1100.48
INV-103370,CUST-01365,Exportadora Fernandes,SMB,2026-02-28,2026-03-30,,2635.88,0.00,BOLETO,4,9,20000.00,991.12
INV-103568,CUST-01156,Editora Mendes,SMB,2026-02-28,2026-03-30,,594.54,312.38,PIX,3,1,5000.00,285.52
INV-103690,CUST-01035,Transportes Santos Ltda,MID,2026-02-28,2026-03-30,2026-04-01,5495.40,5495.40,CREDIT_CARD,1,1,200000.00,0.00
INV-103711,CUST-01538,Engenharia Barros,MID,2026-02-28,2026-03-30,2026-03-31,2995.49,2995.49,PIX,2,0,300000.00,20.00
INV-103725,CUST-01158,Comércio Moreira,SMB,2026-02-28,2026-04-14,2026-04-12,2941.68,2941.68,BANK_TRANSFER,1,1,30000.00,0.00
INV-104088,CUST-01475,Têxtil Coelho ME,SMB,2026-02-28,2026-03-30,2026-03-31,335.15,335.15,BOLETO,1,0,20000.00,0.00
INV-104096,CUST-01506,Indústria Almeida,SMB,2026-02-28,2026-03-30,2026-03-28,3742.68,3742.68,PIX,2,0,15000.00,4291.93
INV-104106,CUST-01475,Têxtil Coelho ME,SMB,2026-02-28,2026-03-15,2026-03-10,936.63,936.63,BOLETO,2,0,20000.00,0.00
INV-104132,CUST-01197,Madeireira Vargas S.A.,SMB,2026-02-28,2026-03-15,,2779.97,1912.43,PIX,1,0,50000.00,3733.24
